# The shapes a source reader takes — the P3, P14, P16 rows of docs/plans/MIGRATION-DEBT.tsv, classified.
# Generated by: python scripts/dev/bt-app-reader-shapes.py
# Read-only, re-runnable; the rows come out in the debt list's order.
# mechanical: yes = a converter can rewrite the site and a person need not read it; partial = a converter can propose the rewrite and a person must read the result; no = a person decides.
# row: the line of MIGRATION-DEBT.tsv this came from.
row	ticket	file	test	shape	reader	selectors	assertion	mechanical	reason
D0230	P14	crates/bt-app/src/icons.rs	icons::tests::no_surface_reaches_past_the_registry_for_a_disclosure	N-whole-file-negative	float.rs;git_graph.rs;git_panel.rs;profiles.rs;search.rs;seats.rs;settings.rs	ActionIcon::OpenSubmenu.mark();TreeDisclosure { turned_degrees:;and they ask it by name;float.rs;git_graph.rs;git_panel.rs;profiles.rs;search.rs;seats.rs;settings.rs;the two submenu indicators ask the registry;{file} strikes the disclosure triangle itself; it is \                  ActionIcon::OpenSubmenu or ::FoldFolder	!contains,contains	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0231	P14	crates/bt-app/src/icons.rs	icons::tests::the_punctuation_that_stayed_a_character_is_set_as_type	N-whole-file-negative	seats.rs;settings.rs	(crumb.separator, CRUMB_SEPARATOR.to_owned(), true, false),;and its way back carries the guillemet inside the phrase;crumb_back_mark;crumb_punctuation_box;crumb_separator_mark;format!(\"{CRUMB_BACK_PREFIX}{}\", Text::CategoryProfiles.text());seats.rs;settings.rs;text: PREVIEW_CRUMB_SEPARATOR.to_owned(),;the editor's breadcrumb sets its separator as type;the preview rail sets its separator as type;	!contains,contains	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0232	P3	crates/bt-app/src/icons.rs	icons::tests::the_tip_pass_walks_the_runs_instead_of_listing_the_buttons	W-whole-file	SOURCE;main.rs	\n    fn ;fn rebuild_tooltip_anchors(;main.rs;seats::pane_control_boxes(;seats::preview_head_tool_boxes(;the tip pass no longer walks `{walk}`, so a control can be \                  drawn without words again;the window has a tip pass	contains,position	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0233	P3	crates/bt-app/src/ime_outbound.rs	ime_outbound::tests::ime_outbound_sites_keep_their_trace_calls	W-whole-file	ime_outbound.rs;main.rs	    fn {name}(;#[cfg(test)];.ime_system_caret.destroy();.ime_system_caret.update(;.set_ime_allowed(;.set_ime_cursor_area(;\n    }\n;apply_ime_cursor_area;bt_platform::cancel_composition(reason);cancel_composition;caret_line(\"destroy\", reason, None);destroy_ime_caret(\"{reason}\");flush_ime_cursor_area;if !ruling.deliver;ime_disabled;ime_input;ime_outbound.rs;ime_outbound::allowed_line(true,;ime_	contains,count,order,slice	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0234	P3	crates/bt-app/src/ime_report_tests.rs	ime_report_tests::ime_self_report_startup_and_focus_source_pin	W-whole-file	main.rs	.create_window(attributes);WindowEvent::Focused(true) => {;earliest_deadline([wake_deadline, ime_deadline]);fn ime_input(&mut self, event: Ime);ime_report.allowed(true,;ime_report.allowed(true, ime_report::now_ms());;ime_report.created(;ime_report.created(ime_report::now_ms());;let composing =;main.rs;runtime.observe_ime_focus(true);runtime.observe_ime_key(&event, is_synthetic);;runtime.service_im	contains,count,position,slice	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0235	P3	crates/bt-app/src/journeys_tests.rs	journeys_tests::a_periodic_is_its_condition_and_never_a_latch	W-whole-file	main.rs	a window with no recording open is not decoding anything, however \              many times it is asked;and a page's spinner is the engine's answer, asked fresh:\n{fold};fn strip_animation_work(;main.rs;self.window.video.any_playing() || self.an_animation_is_running();self.window.web.values().any(|web| web.page().loading);the condition is read where it is used, and never remembered:\n{fold};the st	contains,slice	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0236	P3	crates/bt-app/src/journeys_tests.rs	journeys_tests::a_picture_that_arrives_between_frames_books_its_own_wake	M2-file-and-body	SOURCE;TERMSCROLL_SOURCE;method	    fn advance_strip_animation(&mut self, now: Instant) -> Result<()> {;    fn strip_animation_work(&self, now: Instant) -> AnimationWork {;    fn terminal_thumb_work(&self, now: Instant) -> AnimationWork {	!contains,contains,count,position	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE, TERMSCROLL_SOURCE). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0237	P3	crates/bt-app/src/journeys_tests.rs	journeys_tests::a_service_that_finds_nothing_changed_hands_nothing_over	B5-loop-over-literals	method	    fn ask_float_directories(&mut self) {;    fn ask_git_for_floats(&mut self) {;    fn resize_floats_to_content(&mut self) -> bool {;directories;git;resize	contains,equals,order	partial	the selector arrives through a loop variable whose array is written out in full (signature, 6 literal(s)): a tool must rewrite the array as well as the call, in two places rather than one
D0238	P3	crates/bt-app/src/journeys_tests.rs	journeys_tests::an_elapsed_time_service_is_never_gated_and_the_flood_shows_its_state	B5-loop-over-literals	method	    fn advance_card_hint(&mut self, now: Instant) -> Result<()> {;    fn advance_file_peek(&mut self, now: Instant) -> Result<()> {;    fn advance_float(&mut self, now: Instant) -> Result<()> {;    fn advance_key_hint_if_due(&mut self, now: Instant) -> Result<()> {;    fn advance_toasts(&mut self, now: Instant) -> Result<()> {;    fn advance_tooltip_if_due(&mut self, now: Instant) -> Result<()> {;	!contains,contains,equals,order	partial	the selector arrives through a loop variable whose array is written out in full (advancer, 12 literal(s)): a tool must rewrite the array as well as the call, in two places rather than one
D0239	P3	crates/bt-app/src/main.rs	a_page_lands_where_it_was_aimed_tests::a_door_that_was_told_a_surface_never_chooses_another	R-runtime-selector	body		!contains	no	a selector arrives as variable (signature): the item it names is not decidable from the call site
D0240	P3	crates/bt-app/src/main.rs	a_page_lands_where_it_was_aimed_tests::the_doors_with_no_surface_are_the_ones_that_ask_the_landing_rule	B5-loop-over-literals	body	    fn open_preview_file(;    fn open_preview_image(;    fn open_preview_web_file(;    fn open_web_page_with(	contains	partial	the selector arrives through a loop variable whose array is written out in full (signature, 4 literal(s)): a tool must rewrite the array as well as the call, in two places rather than one
D0241	P3	crates/bt-app/src/main.rs	a_page_lands_where_it_was_aimed_tests::the_named_page_door_opens_on_the_surface_and_refuses_on_it_too	B3-body-count	body	    fn open_preview_web_file_on(	contains,count	partial	a count over a slice whose width changes on conversion; §4.2 rule 1 gives every count its own mutation — `body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::open_preview_web_file_on
D0242	P3	crates/bt-app/src/main.rs	a_page_lands_where_it_was_aimed_tests::the_page_lane_opens_on_the_surface_it_was_handed	B1-body-contains	body	    fn open_preview_source_on(	contains	yes	`body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::open_preview_source_on
D0243	P3	crates/bt-app/src/main.rs	application_change_tests::every_verb_that_moves_a_process_static_hands_it_to_the_other_windows	B5-loop-over-literals	fn_body	adopt_new_language;adopt_new_palette;apply_cursor_style;apply_terminal_font	contains	partial	the selector arrives through a loop variable whose array is written out in full (verb, 4 literal(s)): a tool must rewrite the array as well as the call, in two places rather than one
D0244	P14	crates/bt-app/src/main.rs	application_change_tests::no_window_is_left_holding_yesterday_when_the_loop_goes_to_sleep	B1-body-contains	fn_body	about_to_wait_inner	position	yes	`fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: FolioApp::about_to_wait_inner
D0245	P3	crates/bt-app/src/main.rs	application_change_tests::the_sweep_spends_every_flag_the_record_can_carry	M-mixed-readers	flags;fn_body	: bool,;\nstruct ApplicationChange {\n;`struct ApplicationChange` is declared at the top level;a top-level struct is closed by a `}` in column zero;adopt_application_change	contains	partial	the test reads through 2 readings whose end-of-body rules are own-close; each call site takes its own decision
D0246	P3	crates/bt-app/src/main.rs	arrival_wiring_tests::every_band_that_passes_is_handed_over_by_the_overlay_build	B1-body-contains	fn_body	refresh_overlay_with_formula;stage_menu	contains	yes	`fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::refresh_overlay_with_formula, Runtime::stage_menu
D0247	P3	crates/bt-app/src/main.rs	arrival_wiring_tests::nothing_but_the_paint_and_the_frame_clock_reads_the_register	W-whole-file	SOURCE	.;\n    fn ;`{name}` reads the arrival register: a picture that is fading is \                  not a surface, and anything that asks it a question is asking a \                  menu that has already closed;`{reader}` no longer reads the register — the wiring has moved;a method's name ends at its parameter list;advance_strip_animation;every reader is inside a method;passages;stage;stage_departure	contains,position,slice	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0248	P3	crates/bt-app/src/main.rs	arrival_wiring_tests::only_the_paint_and_the_frame_clock_can_read_the_settling_register	N-whole-file-negative	SOURCE	.;\n    fn ;`{name}` reads the fade register, and only the paint and the \                  frame clock may — see this test's own note;`{reader}` no longer reads the register — the wiring has moved;a method's name ends at its parameter list;advance_strip_animation;drag_ghost_layer;every reader is inside a method;forget_the_ghost;settle_git_pending;settled_card_ink;settled_head_ink;settled_tab_ink;	!contains,contains,position,slice	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0249	P3	crates/bt-app/src/main.rs	arrival_wiring_tests::the_frame_schedule_knows_about_the_fades_as_well	B1-body-contains	fn_body	advance_strip_animation;strip_animation_work	contains	yes	`fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::advance_strip_animation, Runtime::strip_animation_work
D0250	P3	crates/bt-app/src/main.rs	arrival_wiring_tests::the_frame_schedule_knows_about_the_register	B1-body-contains	fn_body	advance_strip_animation;strip_animation_work	contains	yes	`fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::advance_strip_animation, Runtime::strip_animation_work
D0251	P3	crates/bt-app/src/main.rs	card_answer_route_tests::a_landed_head_read_leaves_by_one_door	B1-body-contains	fn_body	apply_preview_results;settle_landed_head	!contains,contains	partial	a negative over a slice whose width changes on conversion: §4.2 rule 2's injection is required here whoever writes the edit — `fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::apply_preview_results, Runtime::settle_landed_head
D0252	P3	crates/bt-app/src/main.rs	clipboard_path_tests::a_click_on_the_pane_that_already_has_the_keyboard_settles_no_ime_state	W-whole-file	main.rs	    fn take_keyboard_into(;an `Esc` where you are typing is over, with nothing owed;main.rs;mod clipboard_path_tests {;self.sessions.contains_key(&seat) && self.focused_leaf != seat;the door no longer asks whether the keyboard is actually moving, so \              a click on your own prompt ends the word you were typing:\n{door}	contains,equals	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0253	P3	crates/bt-app/src/main.rs	clipboard_path_tests::a_drop_is_collected_in_the_dispatcher_and_spent_at_the_turn_boundary	N-whole-file-negative	main.rs	            WindowEvent::DroppedFile(path) => {;            WindowEvent::Resized(size);    fn collect_dropped_file(;    fn flush_dropped_files(;.and_then(bt_platform::pointer_position_in_window);.paste_paths_into(target, batch.paths, \"write dropped paths to PTY\");DropBatch::collect(&mut self.window.dropped_files, path, point, target);;`{forbidden}` is read at the flush, which is after the hand h	!contains,contains,count,order	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0254	P3	crates/bt-app/src/main.rs	clipboard_path_tests::a_dropped_path_takes_the_keyboard_and_is_refused_under_a_card	W-whole-file	main.rs	    fn focus_the_pane_a_path_landed_in(;`{call}` — {what}; without it the path lands in the shell and \                  the next key does not:\n{door};a files column;a git prompt;a menu or a modal;a preview float or a live editor;and every torn-off float, through `focus_pane_at`'s;and so does a live preview editor, through the click-away road's \                  own door;and the search capsule, 	contains,equals,order	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0255	P3	crates/bt-app/src/main.rs	clipboard_path_tests::a_rows_centre_verbs_leave_by_three_doors	N-whole-file-negative	main.rs	    fn commit_layout_drop(;    fn drive_drag(;    fn paste_offer_kept(;RowVerb::PastePath(_) => {;RowVerb::Refused => return Ok(false),;`{forbidden}` in the commit — the pane a drop is about is the one \                  the hand was over, never the one holding the keyboard, and the \                  path is not spelled a second way here:\n{commit};`{forbidden}` in the release's own reading — eve	!contains,contains,count,position	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0256	P3	crates/bt-app/src/main.rs	clipboard_path_tests::a_shell_to_shell_move_settles_the_composition_it_leaves_behind	W-whole-file	main.rs	    fn focus_pane_at(;    fn focus_seat(;    fn take_keyboard_into(;`{road}` no longer moves the keyboard through the door the \                  composition is settled at:\n{text};cancel_composition;main.rs;mod clipboard_path_tests {;self.cancel_composition(ImeOwner::Shell, \"take_keyboard_into\")?;;self.focused_leaf = seat;;self.take_keyboard_into(seat)?;;the composition is settled after the key	contains,order	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0257	P3	crates/bt-app/src/main.rs	clipboard_path_tests::an_ime_composition_carries_its_origin_across_every_kind_of_field	W-whole-file	main.rs	    fn ime_input(;a `Preedit(\"\")` laundered the commit crossing {what};a fresh composition after {what};a page to the prompt a path was dropped on;a prompt to a page;a prompt to the search capsule;an honoured cancel crossing {what} ate the next character;composition_ruling(&self.window.composing_in;letters begun in one field were inserted after crossing {what};main.rs;match ime_owner(self.keyboa	equals,position	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0258	P3	crates/bt-app/src/main.rs	clipboard_path_tests::ime_lifecycle_notices_do_not_erase_a_compositions_origin	N-whole-file-negative	main.rs	    fn cancel_composition(;    fn ime_input(;composing_in = ;main.rs;mod clipboard_path_tests {;self.window.composing_in = ;the cancel clears the composition, which is the barrier taking \              itself down at the moment it is needed;the commit behind a disable/enable pair was written into B;the composition is set somewhere other than the one ruling that is \              allowed to set it:	!contains,count	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0259	P3	crates/bt-app/src/main.rs	clipboard_path_tests::only_a_queued_write_moves_the_keyboard	W-whole-file	main.rs	    fn deliver_paste(;    fn insert_path_into_terminal(;K144 has been moved onto the answering door, which is a behaviour \              change nobody asked for;Ok(landed.queued());a leaf with no ConPTY behind it never had anywhere to put the path;a ring that turned the path away is a shell that has stopped \              reading, and the reader must not be sent to it;main.rs;mod clipboard_path_te	contains	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0260	P3	crates/bt-app/src/main.rs	clipboard_path_tests::terminal_is_the_only_new_clipboard_caller_and_k144_keeps_focus	N-whole-file-negative	main.rs	    // ── the floating window;    /// A composition event;    fn insert_path_into_terminal(;    fn paste_from_clipboard_into(;bt_platform::clipboard_payload();hang_watch::Station::ClipboardRead;leaf.paste_recipient.clone();main.rs;mod clipboard_path_tests {;paste_text(;self.seats.set_focus(seat);set_files_keyboard(;set_files_keyboard(None;set_focus(;shell_literal::paths_text(;to_string_lossy	!contains,contains,count	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0261	P3	crates/bt-app/src/main.rs	cross_window_drag_tests::a_drag_over_somebody_elses_glass_offers_nothing_of_its_own	B1-body-contains	fn_body	drive_drag;drive_drag_broker	contains	yes	`fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: FolioApp::drive_drag_broker, Runtime::drive_drag
D0262	P3	crates/bt-app/src/main.rs	cross_window_drag_tests::a_pane_carried_into_another_window_is_promoted_and_then_transferred	B1-body-contains	fn_body	settle_arrival;settle_drag_handover	contains	yes	`fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: FolioApp::settle_arrival, FolioApp::settle_drag_handover
D0263	P14	crates/bt-app/src/main.rs	cross_window_drag_tests::a_rebuild_clears_the_old_layer_first	M2-file-and-body	SOURCE;fn_body;free_fn_body	folios_own_metal_view;rebuild;window_surface_target	!contains,contains,position	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0264	P3	crates/bt-app/src/main.rs	cross_window_drag_tests::a_row_crosses_a_boundary_as_a_path_and_is_spent_by_the_far_window	B1-body-contains	fn_body	foreign_strip_landing;open_broker;settle_drag_handover	!contains,contains	partial	a negative over a slice whose width changes on conversion: §4.2 rule 2's injection is required here whoever writes the edit — `fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: FolioApp::settle_drag_handover, Runtime::foreign_strip_landing, Runtime::open_broker
D0265	P3	crates/bt-app/src/main.rs	cross_window_drag_tests::a_tab_handed_to_another_window_lands_where_the_hand_named_on_either_axis	B1-body-contains	fn_body	foreign_strip_landing;settle_arrival	contains,equals	yes	`fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: FolioApp::settle_arrival, Runtime::foreign_strip_landing
D0266	P3	crates/bt-app/src/main.rs	cross_window_drag_tests::a_torn_out_window_opens_where_it_will_stand_and_is_shown_holding_its_tab	B1-body-contains	fn_body	open_window;settle_tear_out	!contains,contains	partial	a negative over a slice whose width changes on conversion: §4.2 rule 2's injection is required here whoever writes the edit — `fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: FolioApp::settle_tear_out, Runtime::open_window
D0267	P3	crates/bt-app/src/main.rs	cross_window_drag_tests::a_visitors_stand_in_card_draws_the_pane_in_the_hand	B1-body-contains	fn_body	carried_pane;drive_drag_broker;refresh_chrome_with_overlay;refresh_focus_thumbnails	contains	yes	`fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: FolioApp::drive_drag_broker, Runtime::carried_pane, Runtime::refresh_chrome_with_overlay, Runtime::refresh_focus_thumbnails
D0268	P3	crates/bt-app/src/main.rs	cross_window_drag_tests::a_window_draws_a_visitors_landing_in_its_own_tab_lists_words	B1-body-contains	fn_body	drag_ghost_layer;strip_stand_in	contains	yes	`fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::drag_ghost_layer, Runtime::strip_stand_in
D0269	P3	crates/bt-app/src/main.rs	cross_window_drag_tests::the_m1_startup_path_has_no_fatal_platform_call_off_windows	M2-file-and-body	SOURCE;fn_body		!contains,contains,edge,position	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0270	P14	crates/bt-app/src/main.rs	cross_window_drag_tests::the_spring_across_windows_comes_due_with_no_further_motion	B1-body-contains	fn_body	about_to_wait_inner	contains,equals	yes	`fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: FolioApp::about_to_wait_inner
D0271	P3	crates/bt-app/src/main.rs	drag_autoscroll_wiring_tests::the_auto_scroll_turns_on_the_clock_the_spring_turns_on	H-custom-helper	holder	self.{name}(now);self.{}(),drag_spring_deadline;self.{}(now),drag_autoscroll_deadline	equals	no	`holder` is not a plain body finder: it slices further (.split(, .rfind()
D0272	P3	crates/bt-app/src/main.rs	edit_menu_clipboard_tests::a_declined_clipboard_row_lands_where_every_other_menu_row_lands	B1-body-contains	body	    fn answer_a_menu_row(;    fn run_an_application_menu_verb(	contains	yes	`body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not; identities: FolioApp::answer_a_menu_row, Runtime::run_an_application_menu_verb
D0273	P3	crates/bt-app/src/main.rs	edit_menu_clipboard_tests::every_surface_the_menu_defers_to_stands_above_the_clipboard_rung	M-mixed-readers	body;ladder	fn keyboard_input(&mut self, event: &KeyEvent, is_synthetic: bool) -> Result<()> {	contains,position	partial	the test reads through 2 readings whose end-of-body rules are next-method; each call site takes its own decision
D0274	P3	crates/bt-app/src/main.rs	edit_menu_clipboard_tests::the_edit_menus_clipboard_verbs_go_through_the_keystrokes_own_doors	M-mixed-readers	body;ladder	    fn preview_key(&mut self, event: &KeyEvent) -> Result<bool> {;    fn run_an_application_menu_verb(;fn keyboard_input(&mut self, event: &KeyEvent, is_synthetic: bool) -> Result<()> {	!contains,contains	partial	the test reads through 2 readings whose end-of-body rules are next-method; each call site takes its own decision
D0275	P3	crates/bt-app/src/main.rs	endpoint_claim_tests::only_the_writer_binds_the_data_directorys_endpoints	H-custom-helper	body		!contains,contains,position	no	`body` is not a plain body finder: the caller supplies the end of the slice; its end-of-body rule is `caller-supplied-end`
D0276	P3	crates/bt-app/src/main.rs	field_command_tests::a_command_chord_never_types_its_letter_into_a_field	M2-file-and-body	PREVIEW_EDIT;body	fn rename_key(	contains	no	the test asserts over the whole file *and* over a named body (the file half reads PREVIEW_EDIT). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0277	P14	crates/bt-app/src/main.rs	field_command_tests::the_default_menu_does_not_own_command_q	W-whole-file	SOURCE	builder.;winit's own menu still answers Cmd+Q, past Folio's quit verb;with_default_menu(false)	contains	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0278	P3	crates/bt-app/src/main.rs	field_command_tests::the_option_policy_is_applied_at_one_door	M2-file-and-body	SOURCE;body	fn window_event(;    fn adopt_option_as_alt(	contains,count	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0279	P3	crates/bt-app/src/main.rs	file_peek_fade_tests::the_cards_fade_is_the_tips_rule_read_once_and_reaches_every_layer	A-assembled-needle	body	    fn advance_file_peek(;    fn file_peek_layer(;    fn file_peek_opacity(	!contains,contains	partial	the selector is written in halves so the test does not match itself (plan P18); §2.6 provenance removes the need, but joining it is a hand edit at every site — `body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not
D0280	P3	crates/bt-app/src/main.rs	file_peek_fade_tests::the_fade_owes_frames_while_it_climbs_and_the_card_leaves_at_once	A-assembled-needle	body	    fn file_peek_deadline(;    fn hide_file_peek(	!contains,contains	partial	the selector is written in halves so the test does not match itself (plan P18); §2.6 provenance removes the need, but joining it is a hand edit at every site — `body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not
D0281	P3	crates/bt-app/src/main.rs	files_locate_door_tests::a_card_withdraws_its_still_for_a_recording_the_way_it_does_for_an_animation	B1-body-contains	body	    fn file_peek_card_layers(	contains,position	yes	`body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not; identities: Runtime::file_peek_card_layers
D0282	P3	crates/bt-app/src/main.rs	files_locate_door_tests::a_closed_window_stops_the_recording_it_was_showing	B1-body-contains	body	    fn sweep_video_seats(	position	yes	`body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not; identities: Runtime::sweep_video_seats
D0283	P3	crates/bt-app/src/main.rs	files_locate_door_tests::a_document_in_a_float_says_what_the_disk_did_the_way_a_pane_does	B5-loop-over-literals	body	    fn close_pane_notice(;    fn reload_preview_from_disk(	!contains,contains	partial	the selector arrives through a loop variable whose array is written out in full (signature, 2 literal(s)): a tool must rewrite the array as well as the call, in two places rather than one
D0284	P3	crates/bt-app/src/main.rs	files_locate_door_tests::a_document_in_a_float_selects_the_way_it_does_in_a_pane	B5-loop-over-literals	body	    fn chrome_mouse_input(;    fn press_float(	contains	partial	the selector arrives through a loop variable whose array is written out in full (signature, 2 literal(s)): a tool must rewrite the array as well as the call, in two places rather than one
D0285	P3	crates/bt-app/src/main.rs	files_locate_door_tests::a_file_nobody_previews_wears_the_same_card_in_a_float_as_in_a_pane	B3-body-count	body	    fn float_hit_at(;    fn press_float(;    fn preview_float_layer(;    fn push_float_refusal_card(	contains,count	partial	a count over a slice whose width changes on conversion; §4.2 rule 1 gives every count its own mutation — `body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not; identities: Runtime::float_hit_at, Runtime::press_float, Runtime::preview_float_layer, Runtime::push_float_refusal_card
D0286	P3	crates/bt-app/src/main.rs	files_locate_door_tests::a_player_in_a_float_answers_the_hand_the_way_a_pane_does	B5-loop-over-literals	body	    fn chrome_mouse_input(;    fn press_float(	contains,position	partial	the selector arrives through a loop variable whose array is written out in full (signature, 2 literal(s)): a tool must rewrite the array as well as the call, in two places rather than one
D0287	P3	crates/bt-app/src/main.rs	files_locate_door_tests::a_player_on_a_glance_card_answers_the_hand_the_way_a_pane_does	B1-body-contains	body	    fn press_file_peek(	contains,position	yes	`body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not; identities: Runtime::press_file_peek
D0288	P3	crates/bt-app/src/main.rs	files_locate_door_tests::a_recording_on_an_overlay_host_is_drawn_into_a_layer_of_its_own	B5-loop-over-literals	body	    fn file_peek_layer(;    fn float_layer(;.float_video_level;self.window.file_peek_level = Some(	edge,position	partial	the selector arrives through a loop variable whose array is written out in full (signature, 4 literal(s)): a tool must rewrite the array as well as the call, in two places rather than one
D0289	P3	crates/bt-app/src/main.rs	files_locate_door_tests::a_reference_under_a_float_is_not_hovered_through_it	B1-body-contains	body	    fn pane_hit_context(;    fn pointer_over_a_float(	contains	yes	`body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not; identities: Runtime::pane_hit_context, Runtime::pointer_over_a_float
D0290	P3	crates/bt-app/src/main.rs	files_locate_door_tests::an_animation_refusal_is_a_lock_with_its_reason	B1-body-contains	body	    fn dress_preview_rail(;    fn preview_rail_tip_anchors(;    fn preview_standing_fact(;fn preview_rail_tip_text(	contains	yes	`body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not; identities: Runtime::dress_preview_rail, Runtime::preview_rail_tip_anchors, left::preview_standing_fact, preview_rail_tip_text
D0291	P3	crates/bt-app/src/main.rs	files_locate_door_tests::an_html_card_torn_out_carries_the_engine_the_pop_out_button_gives	B1-body-contains	body	    fn file_peek_promotes(;    fn open_minted_page_on_float(;    fn open_preview_web_file_on(	!contains,contains	partial	a negative over a slice whose width changes on conversion: §4.2 rule 2's injection is required here whoever writes the edit — `body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not; identities: Runtime::file_peek_promotes, Runtime::open_minted_page_on_float, Runtime::open_preview_web_file_on
