# MIGRATION-DEBT — every source reader in this workspace that still names a file.
#
# **This list only shrinks.** A row is removed by the ticket that migrates its
# reader onto `bt-source`; no ticket may add one. `scripts/ci/check-migration-debt.ps1`
# compares this file with the merge base and fails on an added row.
#
# **It is temporary.** It reaches zero at P20 of `docs/plans/bt-app-split-prep.md`,
# and it is deleted when it does.
#
# **It is not a completeness proof.** It was seeded from a census
# (`bt-app-split-pins-2026-09-21.tsv`, taken at 1f1d2daa) plus a lexical sweep,
# and both under-report by construction: a reader assembled at run time, or one
# split across two functions, is in neither. The tripwire
# (`crates/bt-source/tests/tripwire.rs`) reads fewer rows still — it scans `.rs`
# and `.ps1` only, so the three Python generators below are on this list and out
# of its reach. A reader with no row here and no allowlist variant is a gap, and
# finding one is a finding, not a reason to widen either list.
#
# **The sweep over-reported as well, and a row may go because it was never a
# reader.** 98 rows whose mechanism read `source text read` were the lexical
# seed matching a string that ends in `.rs` — a fixture path, a buffer's
# identity, a name a grammar lookup is asked about — inside a test that reads no
# source at all. Every one was opened and read before it went, and the reasons
# are in the commit that removed them. That is the only second way off this
# list: a reading, written down, of why the row was never true. The tripwire is
# what makes it safe rather than merely tidy — it matches by file, so a row
# struck wrongly in a file with no other row leaves that file uncovered and the
# guard goes red naming it.
#
# The other list is the file-scoped allowlist, `bt_source::FileScoped`: readers
# whose concern really is a file. It is permanent and it has three entries.
#
# ticket: the ticket of `docs/plans/bt-app-split-prep.md` §§6.3/6.5 that will
# migrate the row. Assigned by the plan's own batching — body pins P3/P14,
# counts P4/P15, negatives and text scopes P5/P15, `file_reads_doors.txt` P6/P16,
# walkers P7/P8/P12/P13, cross-crate and script readers P17, the documentation
# generators P0 (§6.6) — with the first number where Step 2a disturbs the row and
# the second where it does not. A ticket may re-claim a row; it may not add one.
#
# disturbed_by_2a: the census's own answer, from the `impact` column of the pins
# TSV. It is not a prediction that the reader will turn red — see §5 of
# `bt-app-split-inventory-2026-09-21.md`, which is about exactly that confusion.
file	owner	mechanism	subject	ticket	disturbed_by_2a
crates/bt-app/src/main.rs	a_page_lands_where_it_was_aimed_tests::a_door_that_was_told_a_surface_never_chooses_another	include_str!	land_page_refusal_on;land_preview_source_on;open_minted_page_on;open_minted_page_on_float;open_preview_file_on;open_preview_image_on;open_preview_onto;open_preview_source_on;open_preview_web_file_on;open_web_page_on;preview_landing_surface;rename_preview_file	P3	yes
crates/bt-app/src/main.rs	a_page_lands_where_it_was_aimed_tests::the_doors_with_no_surface_are_the_ones_that_ask_the_landing_rule	include_str!	open_preview_file;open_preview_image;open_preview_web_file;open_web_page_with	P3	yes
crates/bt-app/src/main.rs	a_page_lands_where_it_was_aimed_tests::the_named_page_door_opens_on_the_surface_and_refuses_on_it_too	include_str!	open_preview_web_file_on	P3	yes
crates/bt-app/src/main.rs	a_page_lands_where_it_was_aimed_tests::the_page_lane_opens_on_the_surface_it_was_handed	include_str!	open_preview_source_on	P3	yes
crates/bt-app/src/main.rs	application_change_tests::every_verb_that_moves_a_process_static_hands_it_to_the_other_windows	include_str!	adopt_new_language;adopt_new_palette;apply_cursor_style;apply_terminal_font;note_application_change	P3	yes
crates/bt-app/src/main.rs	application_change_tests::no_window_is_left_holding_yesterday_when_the_loop_goes_to_sleep	include_str!	about_to_wait_inner;settle_application_change;wake_deadline	P14	no
crates/bt-app/src/main.rs	application_change_tests::the_sweep_spends_every_flag_the_record_can_carry	include_str!	adopt_application_change;caret	P3	yes
crates/bt-app/src/main.rs	arrival_wiring_tests::every_band_that_passes_is_handed_over_by_the_overlay_build	include_str!	refresh_overlay_with_formula;stage_menu	P3	yes
crates/bt-app/src/main.rs	arrival_wiring_tests::nothing_but_the_paint_and_the_frame_clock_reads_the_register	include_str!	a;advance_strip_animation;every;stage;stage_departure;strip_animation_work	P3	yes
crates/bt-app/src/main.rs	arrival_wiring_tests::only_the_paint_and_the_frame_clock_can_read_the_settling_register	include_str!	a;advance_strip_animation;drag_ghost_layer;every;forget_the_ghost;settle_git_pending;settled_card_ink;settled_head_ink;settled_tab_ink;strip_animation_work	P3	yes
crates/bt-app/src/main.rs	arrival_wiring_tests::the_frame_schedule_knows_about_the_fades_as_well	include_str!	advance_strip_animation;strip_animation_work	P3	yes
crates/bt-app/src/main.rs	arrival_wiring_tests::the_frame_schedule_knows_about_the_register	include_str!	advance_strip_animation;strip_animation_work	P3	yes
crates/bt-app/src/main.rs	card_answer_route_tests::a_landed_head_read_leaves_by_one_door	include_str!	apply_preview_results;settle_landed_head	P3	yes
crates/bt-app/src/main.rs	drag_autoscroll_wiring_tests::the_auto_scroll_turns_on_the_clock_the_spring_turns_on	include_str!	advance_drag_spring;drag_autoscroll_deadline;drag_spring_deadline;service_drag_autoscroll	P3	yes
crates/bt-app/src/main.rs	edit_menu_clipboard_tests::a_declined_clipboard_row_lands_where_every_other_menu_row_lands	include_str!	answer_a_menu_row;run_an_application_menu_verb	P3	yes
crates/bt-app/src/main.rs	edit_menu_clipboard_tests::every_surface_the_menu_defers_to_stands_above_the_clipboard_rung	include_str!	a_surface_above_the_clipboard_rung_holds_the_keyboard	P3	yes
crates/bt-app/src/main.rs	edit_menu_clipboard_tests::the_edit_menus_clipboard_verbs_go_through_the_keystrokes_own_doors	include_str!	preview_key;run_an_application_menu_verb;write_terminal_clipboard_text	P3	yes
crates/bt-app/src/main.rs	endpoint_claim_tests::only_the_writer_binds_the_data_directorys_endpoints	include_str!	an;create;open_the_data_directorys_endpoints	P3	yes
crates/bt-app/src/main.rs	field_command_tests::a_command_chord_never_types_its_letter_into_a_field	include_str!	git_menu_key;graph_search_key;palette_key;rename_key;search_field_key;settings_field_key	P3	yes
crates/bt-app/src/main.rs	field_command_tests::the_default_menu_does_not_own_command_q	include_str!	main	P14	no
crates/bt-app/src/main.rs	field_command_tests::the_option_policy_is_applied_at_one_door	include_str!	adopt_option_as_alt;window_event	P3	yes
crates/bt-app/src/main.rs	file_peek_fade_tests::the_cards_fade_is_the_tips_rule_read_once_and_reaches_every_layer	include_str!	advance_file;advance_file_peek;cubic_bezier;file_peek;file_peek_layer;file_peek_opacity	P3	yes
crates/bt-app/src/main.rs	file_peek_fade_tests::the_fade_owes_frames_while_it_climbs_and_the_card_leaves_at_once	include_str!	file_peek;file_peek_deadline;hide_file;hide_file_peek;opacity	P3	yes
crates/bt-app/src/main.rs	files_turn_wake_tests::a_turning_triangle_wakes_the_loop_from_every_tree_that_can_draw_one	include_str!	files;let;strip_animation_work	P3	yes
crates/bt-app/src/main.rs	focus_column_notch_tests::one_door_writes_both_readings_of_the_modifiers	include_str!	window	P14	no
crates/bt-app/src/main.rs	focus_column_notch_tests::one_line_moves_a_cards_window	include_str!	aim_focus_card_window;scroll_rail	P3	yes
crates/bt-app/src/main.rs	focus_column_notch_tests::the_column_asks_the_ruling_before_it_scrolls	include_str!	column_notch;scroll_rail;vertical_wheel_travel	P3	yes
crates/bt-app/src/main.rs	focus_column_notch_tests::the_column_reads_what_the_hand_is_holding	include_str!	column_notch;scroll_rail	P3	yes
crates/bt-app/src/main.rs	focus_column_notch_tests::the_only_aim_stands_inside_the_modified_arm	include_str!	aim_focus_card_window	P3	yes
crates/bt-app/src/main.rs	focus_mode_door_tests::only_the_chord_and_the_settings_row_write_the_bit	include_str!	set_focus_mode	P3	yes
crates/bt-app/src/main.rs	focus_mode_door_tests::the_card_arms_its_reads_only_behind_the_mode_gate	include_str!	arm_card_reads;focus_rail_geometry_now;refresh_focus_thumbnails	P3	yes
crates/bt-app/src/main.rs	focus_mode_door_tests::the_cards_bubble_is_drawn_and_never_pressed	include_str!	docked_chrome_target_at	P3	yes
crates/bt-app/src/main.rs	focus_mode_door_tests::the_cards_offer_is_spent_in_one_place_and_given_back_in_one	include_str!	reset_advanced_group	P3	yes
crates/bt-app/src/main.rs	focus_mode_door_tests::the_guests_the_column_holds_room_for_are_counted_at_one_door	include_str!	strip_guests;strip_stand_in	P3	yes
crates/bt-app/src/main.rs	focus_mode_door_tests::the_key_ladder_has_no_rung_for_the_mode	include_str!	keyboard_input	P3	yes
crates/bt-app/src/main.rs	focus_mode_door_tests::the_projection_still_takes_its_text_only_from_memory	include_str!	mini_source	P14	no
crates/bt-app/src/main.rs	focus_mode_door_tests::the_stand_ins_thumbnail_slot_carries_the_pane_rather_than_a_hole	include_str!	refresh_chrome_with_overlay;stand_in_pane	P3	yes
crates/bt-app/src/main.rs	formula_copy_clock_tests::the_turn_retires_the_tick_and_never_hands_the_loop_a_past_instant	include_str!	advance_math_tools;turn	P3	yes
crates/bt-app/src/main.rs	git_header_selection_tests::neither_host_seats_the_keyboard_on_the_row_a_press_may_not_land_it_on	include_str!	press_float_git_row;press_git_row	P3	yes
crates/bt-app/src/main.rs	git_hover_heal_tests::the_git_pages_hover_is_healed_against_the_page_it_is_drawn_from	include_str!	refresh_chrome_with_overlay	P3	yes
crates/bt-app/src/main.rs	git_hover_heal_tests::the_heal_re_derives_the_hover_and_does_not_clear_it	include_str!	heal_git_hover	P3	yes
crates/bt-app/src/main.rs	hold_station_tests::a_scoped_station_hands_the_callers_back	include_str!	flush_dropped_files;flush_wheel;refresh_chrome_with_overlay;refresh_search;window;window_event	P3	yes
crates/bt-app/src/main.rs	hold_station_tests::a_turn_enters_its_stations_where_the_work_begins	include_str!	turn	P3	yes
crates/bt-app/src/main.rs	hold_station_tests::every_event_kind_the_dispatcher_answers_names_its_own_handler	include_str!	window;window_event;window_event_station	P14	no
crates/bt-app/src/main.rs	key_hint_spend_tests::the_button_router_is_reached_through_the_one_function_that_knows_the_rule	include_str!	mouse_input	P3	yes
crates/bt-app/src/main.rs	key_hint_spend_tests::the_wheel_and_the_button_spend_a_raised_hold_the_way_a_key_does	include_str!	mouse_input;mouse_wheel	P3	yes
crates/bt-app/src/main.rs	launch_landing_tests::a_dock_row_lands_where_the_reader_was_and_makes_a_window_when_there_is_none	include_str!	answer_a_menu_row;install_main_menu	P14	no
crates/bt-app/src/main.rs	launch_landing_tests::a_request_opens_its_tab_where_it_asked_and_raises_the_window	include_str!	land_one_launch_request;open_a_tab_for_a_launch;raise_for_a_launch;settle_launch_requests	P14	no
crates/bt-app/src/main.rs	launch_landing_tests::a_service_opens_the_folder_and_a_document_opens_itself	include_str!	open_one_path_for_the_delegate;open_one_place_for_a_service;settle_app_delegate_events	P14	no
crates/bt-app/src/main.rs	launch_landing_tests::a_window_asked_for_by_a_second_start_is_opened_by_this_process	include_str!	land_one_launch_request;open_a_window_for_a_launch	P14	no
crates/bt-app/src/main.rs	layer_shape_tests::a_re_read_does_not_throw_the_picture_away_before_its_answer_exists	include_str!	reread_git_origin	P3	yes
crates/bt-app/src/main.rs	layer_shape_tests::every_verb_that_moves_head_is_issued_from_the_one_place_that_asks_first	include_str!	ask_to_checkout;checkout_at	P3	yes
crates/bt-app/src/main.rs	layer_shape_tests::no_lane_claims_an_answer_by_the_window_it_was_asked_from	include_str!	apply_files_results;apply_git_results;apply_math_results;apply_preview_results	P3	yes
crates/bt-app/src/main.rs	layer_shape_tests::no_window_drains_a_shared_worker_answer_queue	include_str!	apply_files_results;apply_git_results;apply_math_results;apply_preview_results	P3	yes
crates/bt-app/src/main.rs	layer_shape_tests::the_application_layer_owns_nothing_one_window_owns	include_str!	App	P14	no
crates/bt-app/src/main.rs	layer_shape_tests::the_device_is_the_applications_and_the_surface_is_the_windows	include_str!	App;WindowRuntime	P14	no
crates/bt-app/src/main.rs	layer_shape_tests::the_session_file_is_written_by_the_application_and_never_by_a_window	include_str!	App;WindowRuntime	P14	no
crates/bt-app/src/main.rs	layer_shape_tests::the_window_layer_owns_nothing_the_application_owns	include_str!	WindowRuntime	P14	no
crates/bt-app/src/main.rs	multiwindow_session_tests::only_one_line_in_this_file_hands_the_store_a_document	include_str!	main.rs	P4	yes
crates/bt-app/src/main.rs	page_under_a_laden_hand_tests::every_carry_this_window_can_hold_is_named_by_the_one_predicate	include_str!	a_gesture_holds_the_pointer	P3	yes
crates/bt-app/src/main.rs	page_under_a_laden_hand_tests::the_hand_is_asked_before_any_page_is	include_str!	web_page_at	P3	yes
crates/bt-app/src/main.rs	page_under_the_tab_list_tests::every_axis_of_the_tab_list_is_reached_from_one_place	include_str!	tab_list_target_at	P3	yes
crates/bt-app/src/main.rs	page_under_the_tab_list_tests::the_chrome_ladder_still_begins_with_the_tab_list	include_str!	docked_chrome_target_at;tab_list_target_at	P3	yes
crates/bt-app/src/main.rs	page_under_the_tab_list_tests::the_tab_list_is_asked_before_any_page_is	include_str!	tab_list_target_at;web_page_at	P3	yes
crates/bt-app/src/main.rs	pages_are_plural_tests::a_page_lands_on_the_pane_a_file_would	include_str!	open_web_page_with;page_on_the_landing_pane	P3	yes
crates/bt-app/src/main.rs	pages_are_plural_tests::a_pane_with_no_engine_has_one_built_for_it	include_str!	open_web_page_on	P3	yes
crates/bt-app/src/main.rs	pages_are_plural_tests::every_page_of_this_tab_draws_and_answers_for_its_own_sheet	include_str!	press_web_sheet;web_sheet_layers	P3	yes
crates/bt-app/src/main.rs	pages_are_plural_tests::the_blank_pages_receipt_names_the_pane_the_landing_rule_chose	include_str!	mint_a_blank_page_and_open_its_address	P3	yes
crates/bt-app/src/main.rs	platform_gate_tests::only_the_named_files_decide_what_platform_this_is	directory walk	(the file it reads)	P10	no
crates/bt-app/src/main.rs	platform_gate_tests::the_caption_run_is_decided_by_one_capability_read	include_str!	adopt_platform_chrome;caption_targets;platform_chrome;tab_strip_geometry;window_caption_boxes	P3	yes
crates/bt-app/src/main.rs	pointer_chord_site_tests::every_pointer_door_reads_the_platforms_hand_over_modifier	include_str!	begin_local_selection;press_graph_row;press_preview_text;preview_link_grasp;scroll_web_page;terminal_link_grasp;window	P3	yes
crates/bt-app/src/main.rs	pointer_chord_site_tests::no_other_door_reads_the_raw_control_key_for_a_gesture	include_str!	preview_browse_key	P4	yes
crates/bt-app/src/main.rs	pointer_chord_site_tests::no_pointer_door_still_reads_control_by_name	include_str!	begin_local_selection;press_graph_row;press_preview_text;preview_link_grasp;scroll_web_page;terminal_link_grasp	P3	yes
crates/bt-app/src/main.rs	pointer_chord_site_tests::one_field_remembers_which_press_is_under_the_hand	include_str!	window	P14	no
crates/bt-app/src/main.rs	pointer_chord_site_tests::the_secondary_click_is_settled_once_and_above_every_router	include_str!	mouse_input	P3	yes
crates/bt-app/src/main.rs	popover_trigger_tests::a_popup_is_up_only_while_its_own_layout_would_draw	include_str!	graph_filter_menu_layout;graph_filter_menu_stand;popups_up;preview_menu_layout;preview_menu_stand;root_menu_layout;root_menu_stand	P3	yes
crates/bt-app/src/main.rs	popover_trigger_tests::every_dismissal_arm_asks_the_one_rule	include_str!	main.rs	P3	yes
crates/bt-app/src/main.rs	popover_trigger_tests::the_register_names_every_popup	include_str!	popup_trigger	P3	yes
crates/bt-app/src/main.rs	printed_path_provenance_tests::a_printed_reference_reaches_the_handler_only_under_the_modifier_and_a_local_verdict	include_str!	activate_hyperlink;hyperlink_activation	P3	yes
crates/bt-app/src/main.rs	printed_path_provenance_tests::every_gesture_that_meets_a_reference_asks_the_one_question	include_str!	begin_local_selection;pointer_moved;publish_frame_inner	P3	yes
crates/bt-app/src/main.rs	printed_path_provenance_tests::no_hover_door_makes_a_filesystem_call_of_its_own	include_str!	activate_hyperlink;activate_hyperlink_hover_if_due;file_peek_card_layers;peek_target;pointer_reference_at;terminal_link_grasp;terminal_reference_at	P3	yes
crates/bt-app/src/main.rs	printed_path_provenance_tests::the_hover_line_is_built_from_the_target_and_not_from_the_cells	include_str!	status_text_in	P14	no
crates/bt-app/src/main.rs	printed_path_provenance_tests::the_open_door_is_handed_the_printed_name_and_the_reveal_the_resolved_one	include_str!	activate_hyperlink	P3	yes
crates/bt-app/src/main.rs	printed_path_provenance_tests::the_pointer_memo_is_emptied_at_the_top_of_every_pointer_move	include_str!	pointer_moved	P3	yes
crates/bt-app/src/main.rs	printed_path_provenance_tests::the_routing_table_asks_a_filesystem_nothing	include_str!	hyperlink_activation;reference_card;terminal_link_answers_a_press	P14	no
crates/bt-app/src/main.rs	printed_path_provenance_tests::the_user_chosen_door_asks_no_machine_about_the_file	include_str!	../../bt-platform/src/handoff.rs	P14	no
crates/bt-app/src/main.rs	quit_with_no_window_tests::a_menu_quit_is_dispatched_before_the_landing_asks_for_a_window	include_str!	answer_a_menu_row	P14	no
crates/bt-app/src/main.rs	quit_with_no_window_tests::every_door_onto_the_quit_records_the_same_debt	include_str!	begin_the_systems_quit;run_a_verb_of_the_applications;run_shortcut	P3	yes
crates/bt-app/src/main.rs	recent_folder_door_tests::a_column_opened_onto_a_shells_own_folder_remembers_nothing	include_str!	files_root_for_new_pane;seat_a_files_column;toggle_files_pane	P3	yes
crates/bt-app/src/main.rs	recent_folder_door_tests::the_doors_that_remember_a_folder_are_the_two_a_hand_goes_through	include_str!	reroot_files_column;show_folder_in_files_column	P3	yes
crates/bt-app/src/main.rs	refused_preview_card_tests::pressing_the_button_on_a_refused_page_runs_the_same_verb_as_the_unknown_page	include_str!	chrome_mouse_input;open_path_in_default_app;open_preview_externally;open_preview_externally_on;press_float;preview_file_on	P3	yes
crates/bt-app/src/main.rs	refused_preview_card_tests::the_refused_and_unknown_pages_share_one_card	include_str!	docked_chrome_target_at;float_hit_at;float_refusal_words;push_float_refusal_card;refresh_chrome_with_overlay;refused_preview_card	P3	yes
crates/bt-app/src/main.rs	resident_run_tests::taking_folio_out_of_explorers_menu_is_answered_before_any_of_that	include_str!	main	P14	no
crates/bt-app/src/main.rs	resident_run_tests::the_drain_says_when_the_marks_ledger_has_moved	include_str!	drain_pty;publish_pty_drain_frame	P3	yes
crates/bt-app/src/main.rs	resident_run_tests::the_front_door_is_answered_on_the_console_and_the_run_moves_to_the_log	include_str!	main	P14	no
crates/bt-app/src/main.rs	resident_run_tests::the_turn_notes_its_parking_on_every_path_out	include_str!	about_to_wait;about_to_wait_inner;new_events	P14	no
crates/bt-app/src/main.rs	resize_skirt_order_tests::the_present_funnel_shrinks_the_skirt_and_asks_for_the_frame_that_does_it	include_str!	present_seats_and_commit	P3	yes
crates/bt-app/src/main.rs	resize_skirt_order_tests::the_resize_handler_covers_the_new_strip_before_it_does_anything_else	include_str!	resize	P3	yes
crates/bt-app/src/main.rs	summon_key_wiring_tests::the_synthetic_bit_reaches_the_gate_and_the_gate_stands_first	include_str!	keyboard_input;window_event	P3	yes
crates/bt-app/src/main.rs	system_preference_wiring_tests::the_system_preference_event_re_reads_the_desktops_canvas	include_str!	adopt_motion_preference;adopt_system_canvas	P14	no
crates/bt-app/src/main.rs	textless_present_tests::a_textless_present_is_a_frame_the_window_still_owes	include_str!	present_retained_picture;redraw	P3	yes
crates/bt-app/src/main.rs	textless_present_tests::a_window_that_is_not_on_screen_stops_asking_and_is_woken_once	include_str!	present_retained_picture;publish_frame;redraw	P3	yes
crates/bt-app/src/persist.rs	persist::tests::the_only_thread_that_fsyncs_session_json_is_the_writer	include_str!	flush_if_due;hand_over	P14	no
crates/bt-app/src/present_diagnostics_tests.rs	present_diagnostics_tests::attempt_generation_is_carried_by_configure_and_native_reads_are_line_gated	include_str!	check_picture_freshness;finish_present_attempt	P3	yes
crates/bt-app/src/present_diagnostics_tests.rs	present_diagnostics_tests::every_present_caller_closes_its_record_outside_all_outcome_arms	include_str!	begin_present_attempt;finish_present_attempt;present_retained_picture;present_seats_and_commit;redraw	P3	yes
crates/bt-app/src/present_diagnostics_tests.rs	present_diagnostics_tests::existing_hidden_callers_keep_the_same_fused_value	include_str!	window_is_hidden	P14	no
crates/bt-app/src/preview.rs	preview::tests::a_save_is_written_by_the_writer_that_keeps_what_the_file_carried	include_str!	save	P14	no
crates/bt-app/src/preview.rs	preview::tests::md_loading_design_document_has_no_read_only_badge	fixture / manifest read	(the file it reads)	P14	no
crates/bt-app/src/preview.rs	preview::tests::sniffing_happens_off_the_window_thread	include_str!	new;preview_ftype;spawn	P14	no
crates/bt-app/src/preview.rs	preview::tests::the_block_ranges_partition_the_file_and_the_file_comes_back_whole	include_str!	../../../README.md;../../../docs/features.md;preview.rs	P14	no
crates/bt-app/src/preview.rs	preview::tests::the_bytes_no_block_was_parsed_from_are_blank	include_str!	../../../README.md;../../../docs/features.md;preview.rs	P14	no
crates/bt-app/src/preview.rs	preview::tests::the_latex_corpus_sets_every_section_it_promises	include_str!	../../../tests/assets/latex-render-check.md	P14	no
crates/bt-app/src/preview.rs	preview::tests::the_stress_sample_carries_every_block_the_measure_has_a_rule_for	include_str!	../../../tests/assets/preview-samples/stress.md	P14	no
crates/bt-app/src/preview.rs	preview::tests::the_wrapper_hands_back_the_blocks_the_ranged_walk_found	include_str!	../../../README.md;../../../docs/features.md;preview.rs	P14	no
crates/bt-app/src/preview_provenance.rs	preview_provenance::tests::a_file_byte_lands_on_the_nearest_drawn_place	include_str!	../../../README.md;../../../docs/features.md;preview.rs	P14	no
crates/bt-app/src/preview_provenance.rs	preview_provenance::tests::every_drawn_byte_is_a_copy_of_the_byte_it_says_it_is	include_str!	../../../README.md;../../../docs/features.md;preview.rs	P14	no
crates/bt-app/src/preview_provenance.rs	preview_provenance::tests::every_drawn_source_byte_comes_back_to_the_byte_that_drew_it	include_str!	../../../README.md;../../../docs/features.md;preview.rs	P14	no
crates/bt-app/src/preview_provenance.rs	preview_provenance::tests::the_two_directions_are_inverse_on_every_drawn_byte	include_str!	../../../README.md;../../../docs/features.md;preview.rs	P14	no
crates/bt-app/src/preview_provenance.rs	preview_provenance::tests::there_is_one_map_for_every_piece_the_page_reads	include_str!	../../../README.md;../../../docs/features.md;preview.rs	P14	no
crates/bt-app/src/preview_provenance.rs	preview_provenance::tests::what_copies_is_what_copied_before	include_str!	../../../README.md;../../../docs/features.md;preview.rs	P14	no
crates/bt-app/src/preview_typing.rs	preview_typing::md_typing_path_benchmark	fixture / manifest read	insert;open	P14	no
crates/bt-app/src/preview_typing.rs	preview_typing::md_typing_path_eager_benchmark	fixture / manifest read	insert;open	P14	no
crates/bt-app/src/preview_viewport_tests.rs	preview_viewport::tests::viewport_open_bounds_prose_and_intrinsics	fixture / manifest read	(the file it reads)	P14	no
crates/bt-app/src/profiles.rs	profiles::paste_tests::namespace_resolver_keeps_its_standing_inputs_and_grammar_does_not_use_served_by	include_str!	derive_grammar;grammar;printed_path_namespace	P14	no
crates/bt-app/src/profiles.rs	profiles::tests::every_capability_sentence_agrees_with_the_shell_integration_matrix	include_str!	../../../docs/shell-integration.md	P14	no
crates/bt-app/src/profiles.rs	profiles::tests::nothing_off_windows_ever_names_powershell	include_str!	unix_shell_row;unix_shipped;unix_system_shells;users_shell	P14	no
crates/bt-app/src/psreadline.rs	psreadline::tests::psreadline_clock_run_source_has_an_unread_edge	include_str!	installed_on_probe;raise_psreadline_invite_if_due;self	P3	yes
crates/bt-app/src/psreadline.rs	psreadline::tests::psreadline_readers_and_refresh_edges_are_wired_to_the_app_fact	include_str!	apply_psreadline;psreadline_installed;psreadline_row_state;refresh_psreadline_installed;settings_layout	P3	yes
crates/bt-app/src/quake.rs	quake::summon_road_tests::the_summon_claim_is_asked_for_on_every_platform_at_every_turn	include_str!	settle_quake	P14	no
crates/bt-app/src/quake.rs	quake::tests::a_summon_is_placed_by_one_function_and_main_does_not_do_the_geometry	include_str!	main.rs	P3	yes
crates/bt-app/src/schemes.rs	schemes::tests::a_broken_file_keeps_the_palette_and_is_reported_once_until_it_is_fixed	include_str!	../../../assets/schemes/dracula.json;../../../assets/schemes/folio-dark.json;../../../assets/schemes/folio-light.json;../../../assets/schemes/gruvbox-dark.json;../../../assets/schemes/gruvbox-light.json;../../../assets/schemes/nord.json;../../../assets/schemes/one-half-dark.json;../../../assets/schemes/one-half-light.json;../../../assets/schemes/solarized-dark.json;../../../assets/schemes/solarized-light.json	P14	no
crates/bt-app/src/schemes.rs	schemes::tests::a_bundled_scheme_paints_the_chrome_as_well_as_the_grid	include_str!	../../../assets/schemes/dracula.json;../../../assets/schemes/folio-dark.json;../../../assets/schemes/folio-light.json;../../../assets/schemes/gruvbox-dark.json;../../../assets/schemes/gruvbox-light.json;../../../assets/schemes/nord.json;../../../assets/schemes/one-half-dark.json;../../../assets/schemes/one-half-light.json;../../../assets/schemes/solarized-dark.json;../../../assets/schemes/solarized-light.json	P14	no
crates/bt-app/src/schemes.rs	schemes::tests::a_deletion_this_window_made_raises_one_card_not_two	include_str!	../../../assets/schemes/dracula.json;../../../assets/schemes/folio-dark.json;../../../assets/schemes/folio-light.json;../../../assets/schemes/gruvbox-dark.json;../../../assets/schemes/gruvbox-light.json;../../../assets/schemes/nord.json;../../../assets/schemes/one-half-dark.json;../../../assets/schemes/one-half-light.json;../../../assets/schemes/solarized-dark.json;../../../assets/schemes/solarized-light.json	P14	no
crates/bt-app/src/schemes.rs	schemes::tests::a_file_that_left_the_folder_falls_to_the_default_and_says_so_once	include_str!	../../../assets/schemes/dracula.json;../../../assets/schemes/folio-dark.json;../../../assets/schemes/folio-light.json;../../../assets/schemes/gruvbox-dark.json;../../../assets/schemes/gruvbox-light.json;../../../assets/schemes/nord.json;../../../assets/schemes/one-half-dark.json;../../../assets/schemes/one-half-light.json;../../../assets/schemes/solarized-dark.json;../../../assets/schemes/solarized-light.json	P14	no
crates/bt-app/src/schemes.rs	schemes::tests::a_malformed_file_is_skipped_and_named	include_str!	../../../assets/schemes/dracula.json;../../../assets/schemes/folio-dark.json;../../../assets/schemes/folio-light.json;../../../assets/schemes/gruvbox-dark.json;../../../assets/schemes/gruvbox-light.json;../../../assets/schemes/nord.json;../../../assets/schemes/one-half-dark.json;../../../assets/schemes/one-half-light.json;../../../assets/schemes/solarized-dark.json;../../../assets/schemes/solarized-light.json	P14	no
crates/bt-app/src/schemes.rs	schemes::tests::a_name_that_never_resolved_is_never_reported_as_gone	include_str!	../../../assets/schemes/dracula.json;../../../assets/schemes/folio-dark.json;../../../assets/schemes/folio-light.json;../../../assets/schemes/gruvbox-dark.json;../../../assets/schemes/gruvbox-light.json;../../../assets/schemes/nord.json;../../../assets/schemes/one-half-dark.json;../../../assets/schemes/one-half-light.json;../../../assets/schemes/solarized-dark.json;../../../assets/schemes/solarized-light.json	P14	no
crates/bt-app/src/schemes.rs	schemes::tests::a_rename_onto_a_name_the_catalogue_holds_replaces_it_and_the_row_follows	include_str!	../../../assets/schemes/dracula.json;../../../assets/schemes/folio-dark.json;../../../assets/schemes/folio-light.json;../../../assets/schemes/gruvbox-dark.json;../../../assets/schemes/gruvbox-light.json;../../../assets/schemes/nord.json;../../../assets/schemes/one-half-dark.json;../../../assets/schemes/one-half-light.json;../../../assets/schemes/solarized-dark.json;../../../assets/schemes/solarized-light.json	P14	no
crates/bt-app/src/schemes.rs	schemes::tests::a_rescan_moves_the_selected_scheme_and_only_the_selected_one	include_str!	../../../assets/schemes/dracula.json;../../../assets/schemes/folio-dark.json;../../../assets/schemes/folio-light.json;../../../assets/schemes/gruvbox-dark.json;../../../assets/schemes/gruvbox-light.json;../../../assets/schemes/nord.json;../../../assets/schemes/one-half-dark.json;../../../assets/schemes/one-half-light.json;../../../assets/schemes/solarized-dark.json;../../../assets/schemes/solarized-light.json	P14	no
crates/bt-app/src/schemes.rs	schemes::tests::a_row_offers_only_the_schemes_its_canvas_can_wear	include_str!	../../../assets/schemes/dracula.json;../../../assets/schemes/folio-dark.json;../../../assets/schemes/folio-light.json;../../../assets/schemes/gruvbox-dark.json;../../../assets/schemes/gruvbox-light.json;../../../assets/schemes/nord.json;../../../assets/schemes/one-half-dark.json;../../../assets/schemes/one-half-light.json;../../../assets/schemes/solarized-dark.json;../../../assets/schemes/solarized-light.json	P14	no
